-1.46,-1.33
0.77,0.849
0.252,0.561
0.0781,0.454
1.29,1.37
-0.397,0.0419
0.429,0.416
0.729,0.945
0.156,-0.431
-1.48,-1.55
1.37,1.45
0.665,0.589
-0.183,0.0355
0.823,1.05
3.2,2.56
0.84,0.698
1.55,1.83
0.256,-0.124
1.75,1.96
-0.528,-0.674
-0.0461,0.185
0.945,0.812
-0.0763,-0.0792
-0.329,-0.423
2.71,2.62
-0.591,-0.554
0.339,0.113
1.32,1.87
-1.74,-2.01
-1.78,-1.82
-0.594,-0.926
1.52,0.996
-0.238,0.296
0.414,0.579
-0.456,-0.357
-1.61,-1.34
-0.985,-1.11
-0.671,-0.297
1.35,0.876
-1.75,-1.6
-1.4,-1.15
1.35,1.55
-1.22,-1.59
0.626,0.689
-0.023,-0.601
0.746,1.08
0.321,-0.366
-1.11,-1.27
-0.302,-0.756
0.269,0.288
-1.02,-1.24
0.472,0.238
0.431,0.807
-0.538,-0.666
0.201,0.32
-2.21,-2.15
-0.671,-0.867
0.24,0.796
-0.793,-0.437
2.02,2.19
-0.0797,0.0871
-0.849,-0.55
-0.35,-0.444
0.358,0.399
1.59,0.878
2.39,2.27
0.204,0.159
-0.182,0.206
0.637,0.27
-0.953,-0.463
-0.442,-0.295
-1.19,-1.13
-0.907,-0.755
-1.39,-0.969
-0.721,-0.285
-0.197,-0.357
1.18,1.26
0.428,0.916
1.66,2.02
1.88,1.51
0.9,0.0218
0.192,-0.147
-0.759,-1.38
0.608,0.409
-1.01,-1.18
1.65,1.86
-0.266,-0.506
1.02,0.551
0.85,0.566
1.5,1.32
0.286,0.527
0.59,0.81
0.734,0.562
-0.306,-0.179
0.725,0.0957
0.353,0.136
-0.305,-0.55
-0.0616,0.07
-0.148,-0.763
-0.0481,0.343
-1.05,-1.07
1.38,1.21
-2.55,-2.58
0.124,-0.503
-0.622,-0.722
0.614,-0.0516
2.11,1.45
0.135,0.216
-1.06,-1.37
-0.368,-0.598
-0.768,0.179
0.231,1.01
0.355,0.859
0.0916,-0.245
0.473,-0.019
-0.354,-0.716
-0.737,-1.07
-0.377,-0.857
1.76,1.4
-0.0507,-0.217
-0.91,-1.43
-0.275,-0.212
0.164,-0.17
-1.47,-1.43
-0.469,-0.545
-1.99,-2.13
-0.685,-0.482
-0.504,-0.503
-1.99,-1.61
-0.211,-0.783
-1.51,-1.85
1.85,1.31
0.708,0.551
0.944,0.645
-0.326,-0.481
0.792,0.0696
-1.42,-1.22
0.807,0.684
-0.485,-0.883
-0.263,-0.584
-0.999,-1.44
-0.703,-1.13
-0.555,-0.958
-0.608,-1.23
2.45,2.04
-0.0166,0.197
1.37,1.83
-1.5,-2.14
0.226,0.352
0.64,0.311
-0.53,-0.641
0.346,0.508
1.59,1.17
0.757,0.467
0.273,-0.0633
0.398,0.27
0.543,0.714
-0.348,-0.123
-1.39,-1.71
2.06,1.71
-0.002,0.257
-0.296,-0.139
0.123,0.17
-0.263,-0.407
0.939,0.667
-0.988,-0.307
-0.256,-0.122
0.787,0.847
-0.576,-0.715
-0.631,-0.838
-1.02,-0.938
0.0226,-0.474
-0.099,-0.475
0.642,1.28
0.00524,-0.436
-0.933,-1.18
-0.234,-0.251
-0.567,-0.643
0.351,-0.3
-2.22,-1.74
0.505,0.677
0.0623,-0.366
-1.42,-1.17
-0.926,-0.796
1.56,1.93
-0.121,-0.314
-1.12,-0.781
-0.716,-0.096
1.36,1.24
1.25,1.79
-0.667,-0.615
0.775,1.08
-0.775,-0.376
-1.05,-0.946
-2.12,-2.35
-1.32,-1.15
1.04,0.884
0.884,0.498
1.37,0.954
0.461,0.112
0.417,0.23
-1.29,-0.773
-2.34,-2.06
-0.89,-0.528
0.161,-0.12
0.253,0.00486
1.39,0.714
0.985,0.972
1.05,0.237
-0.385,0.239
0.0532,-0.138
-0.802,-0.839
-1.12,-1.17
-2.47,-2.3
-0.695,-0.921
1.12,0.875
-0.625,-0.791
-0.357,-1.01
-0.673,-0.403
-0.0327,-0.262
0.21,0.483
-1.02,-1.47
-0.328,-0.136
-0.668,-0.689
0.4,0.162
-0.869,-0.76
0.188,0.0189
-1.47,-1.58
-1.13,-1.55
0.187,0.593
-0.145,0.207
0.316,0.247
-0.185,-0.26
0.74,0.643
0.588,1.11
0.412,-0.0993
-0.192,0.0395
-0.397,-0.000676
-1.33,-1.27
1.21,1.42
0.296,-0.173
-1.37,-2.08
0.053,-0.277
0.243,0.92
-1.02,-0.733
0.379,0.344
-1.97,-1.99
-0.164,-0.312
-2.16,-2.54
-1.75,-1.2
0.593,0.894
-1.83,-1.7
0.293,-0.112
-0.74,-0.423
0.0372,-0.101
-1.99,-1.32
1.48,1.21
0.99,0.22
0.339,-0.0254
0.079,0.236
-0.353,-0.166
-0.00376,0.118
-1.26,-1.33
0.189,-0.218
-0.0181,0.134
-0.0449,0.402
0.303,0.48
0.541,0.565
-1.86,-1.53
-0.654,0.00144
1.99,1.99
1.02,1.14
1.6,1.8
-0.94,-1.17
0.607,0.493
0.694,0.526
0.635,1.12
1.5,1.34
1.29,1.64
-1.25,-1.11
-1.54,-1.93
-1.35,-1.07
1.02,0.576
0.123,-0.116
1.25,1.22
0.573,0.708
-0.178,-0.0179
1.04,1.04
1.48,0.868
0.491,0.256
-0.708,-0.397
-0.657,-0.777
1.26,1.23
-0.235,0.142
-0.452,-0.368
-1.24,-0.991
-0.74,-0.602
0.113,-0.304
1.36,1.24
0.282,0.252
-0.975,-1.18
1.01,0.511
-1.09,-1.63
-0.274,0.0819
2.33,2.41
-2.66,-2.83
-1.31,-0.952
0.171,-0.066
2.04,1.01
1.43,1.01
-0.847,-0.742
0.801,0.956
-0.525,-0.241
-0.779,-0.985
-1.59,-1.68
-0.864,-0.818
0.772,1.12
-1.68,-1.78
-0.286,-0.84
0.495,0.178
-0.046,-0.0903
0.0336,-0.206
-1.02,-0.613
-1.18,-0.572
-0.863,-0.761
0.308,0.245
-0.268,-0.269
-0.531,-1.26
0.535,0.755
-0.753,-1.41
1.42,2.06
3.1,2.96
-0.966,-0.813
0.762,0.915
-0.257,-0.08
-0.423,-0.189
-0.241,-0.163
0.385,0.426
1.49,1.81
-1.93,-2.06
-0.784,-0.643
-0.277,-0.018
-0.634,-0.277
0.963,1.37
-0.679,-0.91
0.368,0.107
-0.141,-0.117
-3.67,-3.91
0.0503,-0.281
1.05,0.993
0.591,0.605
1.17,0.726
-0.113,-0.0229
0.589,0.0932
-0.533,-0.201
-0.0626,0.36
0.264,-0.265
-1.71,-1.41
0.334,0.378
-1.81,-1.67
-0.253,-0.94
0.879,0.028
0.505,0.399
1.27,1.2
0.579,0.58
-0.633,-0.0482
-1.53,-1.93
-0.134,-0.865
-1.49,-1.48
0.807,1.33
0.829,0.103
0.0439,-0.128
0.195,0.0127
-1.05,-0.772
-0.892,-0.711
-1.31,-1.31
0.414,0.353
0.94,0.812
-0.967,-1.58
-1.02,-1.13
0.42,-0.018
-0.501,-0.509
0.549,0.0834
1.08,0.191
1.19,1.2
0.902,0.763
-0.502,-0.571
-1.37,-0.672
-0.455,-0.41
0.878,0.924
0.956,1.39
-1.61,-1.7
-1.52,-2.19
1.27,1.32
-0.0439,0.394
-0.633,-0.891
0.0792,0.214
0.0177,-0.147
1.24,0.994
-1.04,-0.881
-0.655,-0.929
-1.12,-1.44
1.11,0.859
-0.756,-0.603
0.22,0.205
-1.7,-1.95
0.205,0.466
1.55,1.95
-0.179,-0.0461
-1.17,-1.37
-0.0119,-0.169
0.164,0.582
1.3,1.89
1.69,2.04
-0.679,-0.898
0.191,0.108
-0.469,-0.0537
-1.48,-1.27
-0.433,-0.398
2.06,1.63
0.629,0.774
0.634,0.467
1.8,2.67
-0.195,-0.529
0.0497,0.163
0.948,1.82
0.442,0.483
0.36,0.628
0.352,0.367
-0.886,-0.405
1.41,1.49
0.471,0.202
0.273,0.26
1.93,1.65
1.48,1.52
-0.848,-0.518
0.587,0.826
-0.269,-0.337
-0.248,-0.162
-1.23,-1.41
1.36,1.43
-0.285,-0.244
-0.789,-0.736
-0.188,-0.307
1.3,1.31
0.876,0.563
1.25,1.14
-1.62,-2.04
-0.0381,0.507
-0.418,-0.865
1.19,1.49
0.587,0.411
-1.07,-1.12
-0.315,-0.976
0.302,-0.0213
-1.58,-1.68
-0.79,-1.28
1.09,1.18
-0.108,-0.911
-0.7,-0.282
-1.53,-1.15
1.79,2.17
0.097,0.216
0.0299,-0.263
1.59,1.5
-0.646,-0.703
1.62,1.66
-0.337,-0.38
0.0759,0.1
0.27,0.411
0.204,0.374
0.762,1.18
-0.0126,-0.0931
1.38,1.47
-0.0539,0.112
0.83,0.381
2.56,2.07
1.13,1.2
0.608,0.956
-0.109,-0.398
-0.258,-0.407
-0.129,0.353
0.383,0.264
0.166,0.485
0.107,-0.218
-0.866,-0.332
1.38,1.07
0.284,0.158
0.0665,-0.336
1.7,1.8
2.09,1.37
2.3,1.94
0.0394,-0.19
-0.71,-0.286
-0.688,-0.0442
-0.666,-0.536
-1.29,-0.88
-0.135,-0.388
-0.449,-1.39
1.1,-1.03
-0.757,1.06
-0.976,0.545
0.697,-0.176
0.811,-0.26
0.772,-0.523
-0.757,0.825
0.0865,0.285
-0.281,0.309
0.377,-0.447
1.26,-1.24
0.784,-0.84
-2.03,1.86
-0.368,0.993
-0.52,0.428
-1.35,1.09
-1.7,1.98
-0.214,-0.145
-1.49,1.11
-0.712,0.597
-0.465,0.636
0.648,-0.332
0.856,-0.859
0.0706,0.383
